Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Robo Park,школа робототехники и программирования,Курсы робототехники; Языковые школы; Помощь в обучении; Центры раннего развития детей; Компьютерные курсы,"проспект Кунаева, 2/3",1 этаж,160011,,Аль-Фарабийский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:00, 15:00-19:00; Вт: 09:00-13:00, 15:00-19:00; Ср: 09:00-13:00, 15:00-19:00; Чт: 09:00-13:00, 15:00-19:00; Сб: 09:00-13:00, 15:00-19:00; Вс: 09:00-13:00, 15:00-19:00",+05:00,4.9,10,87072450495,87752450495,,,http://www.robopark.kz/,,https://instagram.com/robopark_kz,,,https://wa.me/77752450495,,,,,,https://youtube.com/channel/UC0nnjs7yfMMrGUGWfXNl9Iw,42.316146,69.59684,https://2gis.com/firm/70000001061181626,branch
Robo Park,школа робототехники и программирования,Курсы робототехники; Компьютерные курсы; Детские / подростковые клубы,"микрорайон Нурсат, 172Б",1 этаж,160023,Нурсат м-н,Каратауский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:30, 15:00-18:00; Вт: 09:00-13:30, 15:00-18:00; Ср: 09:00-13:30, 15:00-18:00; Чт: 09:00-13:30, 15:00-18:00; Пт: 09:00-13:30, 15:00-18:00; Сб: 09:00-13:30, 15:00-18:00; Вс: 09:00-13:30, 15:00-18:00",+05:00,4.9,3,87072450495,87752450495,,,http://www.robopark.kz/,,https://instagram.com/robopark_kz,,,https://wa.me/77752450495,,,,,,https://youtube.com/channel/UC0nnjs7yfMMrGUGWfXNl9Iw,42.360833,69.635814,https://2gis.com/firm/70000001056743281,branch
Robo Park,школа робототехники и программирования,Курсы робототехники; Детские / подростковые клубы; Языковые школы; Помощь в обучении; Компьютерные клубы,"улица Байтурсынова, 88в",5 этаж,160021,,Туран район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:00, 15:00-19:00; Вт: 09:00-13:00, 15:00-19:00; Ср: 09:00-13:00, 15:00-19:00; Чт: 09:00-13:00, 15:00-19:00; Сб: 09:00-13:00, 15:00-19:00; Вс: 09:00-13:00, 15:00-19:00",+05:00,4.6,40,87072450495,87752450495,,,http://www.robopark.kz/,,https://instagram.com/robopark_kz,,,https://wa.me/77752450495,,,,https://t.me/+77072450495,,https://youtube.com/channel/UC0nnjs7yfMMrGUGWfXNl9Iw,42.344852,69.604805,https://2gis.com/firm/70000001026640512,branch
Robo Stars,школа робототехники,Курсы робототехники,"улица Дархан, 12",1 этаж,160015,Шугыла м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,,,87752300707,,,,,,https://instagram.com/robopark_samal,,,https://wa.me/77752300707,,,,,,,42.361103,69.571707,https://2gis.com/firm/70000001066751556,branch
RoboClass,школа робототехники,Курсы робототехники,"улица Сарыкол, 63",,,Кызыл жар м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-12:30, 14:00-17:30; Вт: 09:00-12:30, 14:00-17:30; Ср: 09:00-12:30, 14:00-17:30; Чт: 09:00-12:30, 14:00-17:30; Пт: 09:00-12:30, 14:00-17:30; Сб: 09:00-12:30, 14:00-17:30",+05:00,,,87056872374,,,,,,https://instagram.com/roboclass_bekzhan,,,https://wa.me/77056872374,,,,,,,42.354841,69.512065,https://2gis.com/firm/70000001067960635,branch
RoboKz,школа робототехники,Курсы робототехники; Языковые школы; Компьютерные курсы,"улица Кенжарык, 2611Б",1 этаж,,Нуртас м-н,Каратауский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,1,87057277000,,,,,,https://instagram.com/robo_kz,,,,,,,,,,42.365082,69.664725,https://2gis.com/firm/70000001089412953,branch
RoboKz,школа робототехники,Курсы робототехники; Языковые школы; Компьютерные курсы,,2 этаж,,Туран м-н,,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (Робототехника: пн-ср 10:00-17:00),+05:00,5.0,1,87057277000,,,,,,https://instagram.com/robo_kz,,,https://wa.me/77057277000,,,,,,,,,https://2gis.com/firm/70000001089107452,branch
Shyraq,центр развития детей,Курсы робототехники; Обучение танцам; Языковые школы; Музыкальные курсы,"192-й квартал, 180",2 этаж,,Туран м-н,Каратауский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87782559576,,,,,,https://instagram.com/shyraq_ortalygy_turan,,,https://wa.me/77782559576,,,,,,,42.39637,69.663715,https://2gis.com/firm/70000001091493394,branch
Амина 7,учебный центр,Курсы робототехники; Помощь в обучении,"улица Асылбекова, 79",,160002,Коргасын-2 м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00,+05:00,,,,,,,,,,,,,,,,,,,42.333606,69.541679,https://2gis.com/firm/70000001090447050,branch
Арман,школа робототехники,Курсы робототехники; Компьютерные курсы,"проспект Нурсултана Назарбаева, 109",1 этаж,,Нурсат ж/м,Каратауский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Вт: 09:00-16:30; Ср: 09:00-16:30; Чт: 09:00-16:30; Пт: 09:00-16:30; Сб: 09:00-16:30,+05:00,5.0,2,87786353786,87478924007,,,,,https://instagram.com/robot_alemi,,,https://wa.me/77478924007,https://wa.me/77786353786,,,,,,42.35256,69.659202,https://2gis.com/firm/70000001067451520,branch
Дворец школьников №2,,Курсы робототехники; Дизайнерские курсы; Курсы творчества и рукоделия для взрослых; Спортивные секции; Музыкальные курсы,"улица Аргынбекова, 310",1-3 этаж,160023,Нурсат ж/м,Каратауский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00",+05:00,2.7,20,87056428534,,,,,,https://instagram.com/shymkent_okushylar_sarayi2,,,,,,,,,,42.353161,69.64479,https://2gis.com/firm/70000001078595612,branch
Золотая Рыбка,дошкольный мини-центр,Курсы робототехники; Центры раннего развития детей; Логопед,"улица Кара су, 153",1-2 этаж,160008,,Енбекшинский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.0,37,87072426278,87476937060,,,,,https://instagram.com/dmc_zolotaya_rybka,,,https://wa.me/77072426278,https://wa.me/77476937060,,,,,,42.323207,69.645043,https://2gis.com/firm/70000001032815042,branch
Независимое агенство,,Курсы робототехники; Компьютерные курсы; Помощь в обучении; Языковые школы,"микрорайон Карасу, 25",1 этаж,160019,Карасу м-н,Аль-Фарабийский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87029946455,,,,,,https://instagram.com/intellect_school.24,,,https://wa.me/77029946455,,,,,,,42.302278,69.583318,https://2gis.com/firm/70000001090742502,branch
Озат жандар,учебный центр,Курсы робототехники; Языковые школы,"улица Дархан, 12",1-2 этаж,160015,Шугыла м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,,,87713684519,87718050738,,,,,https://instagram.com/zhandar_oku_ortalygy,,,https://wa.me/77713684519,https://wa.me/77718050738,,,,,,42.361065,69.571606,https://2gis.com/firm/70000001080994235,branch
Перизат,учебный центр,Курсы робототехники; Языковые школы; Центры раннего развития детей,"улица Кумауыл, 16",,,Асар м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00,+05:00,,,87017071849,,,,,,https://instagram.com/perizat_oqu_ortalygy,,,https://wa.me/77017071849,,,,,,,42.402978,69.605272,https://2gis.com/firm/70000001066771754,branch
​Центр обучения робототехники,,Курсы робототехники,"улица Курмангазы, 6/2",,,,,,Казыгуртский район,Туркестанская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительной записи: пн-вс),+05:00,,,87771471221,,,,,,,,,https://wa.me/77771471221,,,,,,,41.753456,69.381604,https://2gis.com/firm/70000001081906539,branch
Эрудит,учебный центр,Курсы робототехники; Языковые школы,"микрорайон Асар, 911/2",1 этаж,,Асар м-н,Абайский район,Шымкент,Шымкент городская администрация,Шымкент,Казахстан,Пн: 12:00-18:00; Вт: 12:00-18:00; Ср: 12:00-18:00; Чт: 12:00-18:00; Пт: 12:00-18:00,+05:00,,,87012702836,,,,,,,,,,,,,,,,42.408566,69.613367,https://2gis.com/firm/70000001095391789,branch
